is_comb;time;sliding_window_size;candidate_size;ja_version;correct;incorrect;empty_candidates;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_4;guess_perc_1;guess_perc_2;guess_perc_3;guess_perc_4
False;1.8607449531555176;3;4;4;366;39;0;405;0.9037037037037037;0.0962962962962963;2.454320987654321;2.0;1;4;1;253;31;64;18;0.62;0.08;0.16;0.04
True;1.8607449531555176;3;4;4;357;48;0;405;0.8814814814814815;0.11851851851851852;1.7506172839506173;1.0;1;4;1;304;27;22;4;0.75;0.07;0.05;0.01
False;1.4796359539031982;3;3;4;348;57;0;405;0.8592592592592593;0.14074074074074075;2.128395061728395;2.0;3;3;1;246;38;64;0.61;0.09;0.16
True;1.4796359539031982;3;3;4;353;52;0;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;304;27;22;0.75;0.07;0.05
False;1.3846099376678467;3;2;4;284;121;0;405;0.7012345679012346;0.29876543209876544;1.6493827160493828;2.0;2;2;1;251;33;0.62;0.08
True;1.3846099376678467;3;2;4;331;74;0;405;0.817283950617284;0.18271604938271604;1.385185185185185;1.0;1;2;1;304;27;0.75;0.07
False;1.3695476055145264;3;1;4;246;159;0;405;0.6074074074074074;0.3925925925925926;1.0;1.0;1;1;1;246;0.61
True;1.3695476055145264;3;1;4;304;101;0;405;0.7506172839506173;0.24938271604938272;1.0;1.0;1;1;1;304;0.75
False;1.4027552604675293;11;4;4;366;39;0;405;0.9037037037037037;0.0962962962962963;2.454320987654321;2.0;1;4;1;250;41;56;19;0.62;0.1;0.14;0.05
True;1.4027552604675293;11;4;4;355;50;0;405;0.8765432098765432;0.12345679012345678;1.7506172839506173;1.0;1;4;1;298;30;24;3;0.74;0.07;0.06;0.01
False;1.6951098442077637;11;3;4;347;58;0;405;0.8567901234567902;0.14320987654320988;2.128395061728395;2.0;3;3;1;250;41;56;0.62;0.1;0.14
True;1.6951098442077637;11;3;4;353;52;0;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;298;30;25;0.74;0.07;0.06
False;3.311751365661621;11;2;4;291;114;0;405;0.7185185185185186;0.2814814814814815;1.6493827160493828;2.0;2;2;1;248;43;0.61;0.11
True;3.311751365661621;11;2;4;328;77;0;405;0.8098765432098766;0.19012345679012346;1.385185185185185;1.0;1;2;1;298;30;0.74;0.07
False;1.916919469833374;11;1;4;247;158;0;405;0.6098765432098765;0.39012345679012345;1.0;1.0;1;1;1;247;0.61
True;1.916919469833374;11;1;4;298;107;0;405;0.7358024691358025;0.2641975308641975;1.0;1.0;1;1;1;298;0.74
False;1.4370841979980469;21;4;4;367;38;0;405;0.9061728395061729;0.09382716049382717;2.454320987654321;2.0;1;4;1;235;53;55;24;0.58;0.13;0.14;0.06
True;1.4370841979980469;21;4;4;355;50;0;405;0.8765432098765432;0.12345679012345678;1.7506172839506173;1.0;1;4;1;291;36;26;2;0.72;0.09;0.06;0.0
False;1.4471461772918701;21;3;4;343;62;0;405;0.8469135802469135;0.15308641975308643;2.128395061728395;2.0;3;3;1;237;51;55;0.59;0.13;0.14
True;1.4471461772918701;21;3;4;353;52;0;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;291;36;26;0.72;0.09;0.06
False;1.456294059753418;21;2;4;288;117;0;405;0.7111111111111111;0.28888888888888886;1.6493827160493828;2.0;2;2;1;235;53;0.58;0.13
True;1.456294059753418;21;2;4;327;78;0;405;0.8074074074074075;0.1925925925925926;1.385185185185185;1.0;1;2;1;291;36;0.72;0.09
False;3.480350971221924;21;1;4;237;168;0;405;0.5851851851851851;0.4148148148148148;1.0;1.0;1;1;1;237;0.59
True;3.480350971221924;21;1;4;291;114;0;405;0.7185185185185186;0.2814814814814815;1.0;1.0;1;1;1;291;0.72
