is_comb;items;pattern_filters;min_support;candidate_size;ja_version;correct;incorrect;empty_candidates;num_of_patterns;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_perc_1;guess_perc_2;guess_perc_3
False;JA4+JA4S+SNI;len(1)x5+len(2)x10+len(2)x5;0.01;3;4;365;40;0;274;405;0.9012345679012346;0.09876543209876543;2.128395061728395;2.0;3;3;1;276;55;34;0.68;0.14;0.08
True;JA4+JA4S+SNI;len(1)x5+len(2)x10+len(2)x5;0.01;3;4;353;52;0;274;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;305;31;17;0.75;0.08;0.04
False;JA4+JA4S+SNI;len(1)x5+len(2)x5+len(2)x10;0.01;3;4;365;40;0;274;405;0.9012345679012346;0.09876543209876543;2.128395061728395;2.0;3;3;1;276;55;34;0.68;0.14;0.08
True;JA4+JA4S+SNI;len(1)x5+len(2)x5+len(2)x10;0.01;3;4;353;52;0;274;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;305;31;17;0.75;0.08;0.04
False;JA4+JA4S+SNI;>=len(2);0.05;3;4;359;46;0;225;405;0.8864197530864197;0.11358024691358025;2.128395061728395;2.0;3;3;1;235;75;49;0.58;0.19;0.12
True;JA4+JA4S+SNI;>=len(2);0.05;3;4;356;49;0;225;405;0.8790123456790123;0.12098765432098765;1.5851851851851853;1.0;1;3;1;272;58;26;0.67;0.14;0.06
False;JA4+JA4S+SNI;>=len(2)x10;0.05;3;4;357;48;0;130;405;0.8814814814814815;0.11851851851851852;2.128395061728395;2.0;3;3;1;269;59;29;0.66;0.15;0.07
True;JA4+JA4S+SNI;>=len(2)x10;0.05;3;4;352;53;0;130;405;0.8691358024691358;0.1308641975308642;1.5851851851851853;1.0;1;3;1;309;25;18;0.76;0.06;0.04
False;JA4+JA4S+SNI;>=len(2)x5;0.05;3;4;365;40;0;72;405;0.9012345679012346;0.09876543209876543;2.128395061728395;2.0;3;3;1;261;65;39;0.64;0.16;0.1
True;JA4+JA4S+SNI;>=len(2)x5;0.05;3;4;353;52;0;72;405;0.8716049382716049;0.12839506172839507;1.5851851851851853;1.0;1;3;1;306;35;12;0.76;0.09;0.03
