is_comb;items;pattern_filters;min_support;candidate_size;ja_version;correct;incorrect;empty_candidates;num_of_patterns;total;accuracy_overall;error_rate;avg_len_of_candidates;median_len_of_candidates;modus_len_of_candidates;max_len_of_candidates;min_len_of_candidates;guess_1;guess_2;guess_3;guess_perc_1;guess_perc_2;guess_perc_3
False;JA4+JA4S+SNI;len(3);0.25;3;4;1070;3564;0;59;4634;0.23090202848511004;0.7690979715148899;2.636167457919724;3.0;3;3;1;657;201;212;0.14;0.04;0.05
True;JA4+JA4S+SNI;len(3);0.25;3;4;1391;3243;0;59;4634;0.30017263703064306;0.6998273629693569;2.288088044885628;3.0;3;3;1;1158;177;56;0.25;0.04;0.01
False;JA4+JA4S+SNI;len(3)x10;0.25;3;4;1123;3511;0;59;4634;0.24233923176521363;0.7576607682347863;2.636167457919724;3.0;3;3;1;744;268;111;0.16;0.06;0.02
True;JA4+JA4S+SNI;len(3)x10;0.25;3;4;1434;3200;0;59;4634;0.30945187742770824;0.6905481225722918;2.288088044885628;3.0;3;3;1;1240;132;62;0.27;0.03;0.01
False;JA4+JA4S+SNI;len(3)x5;0.25;3;4;1117;3517;0;59;4634;0.2410444540353906;0.7589555459646095;2.636167457919724;3.0;3;3;1;689;234;194;0.15;0.05;0.04
True;JA4+JA4S+SNI;len(3)x5;0.25;3;4;1417;3217;0;59;4634;0.30578334052654293;0.694216659473457;2.288088044885628;3.0;3;3;1;1159;194;64;0.25;0.04;0.01
False;JA4+JA4S+SNI;len(1)x5+len(2)x5;0.25;3;4;2514;2120;0;478;4634;0.5425118687958567;0.4574881312041433;2.790677600345274;3.0;3;3;1;1216;981;317;0.26;0.21;0.07
True;JA4+JA4S+SNI;len(1)x5+len(2)x5;0.25;3;4;3722;912;0;478;4634;0.8031937850668969;0.19680621493310316;1.7136383254208027;1.0;1;3;1;3057;383;282;0.66;0.08;0.06
False;JA4+JA4S+SNI;len(1)x5+len(3)x5;0.25;3;4;2705;1929;0;328;4634;0.5837289598618903;0.4162710401381096;2.790677600345274;3.0;3;3;1;1378;992;335;0.3;0.21;0.07
True;JA4+JA4S+SNI;len(1)x5+len(3)x5;0.25;3;4;3737;897;0;328;4634;0.8064307293914544;0.19356927060854554;1.7136383254208027;1.0;1;3;1;3229;345;163;0.7;0.07;0.04
False;JA4+JA4S+SNI;len(2)x5+len(3)x5;0.25;3;4;2219;2415;0;268;4634;0.4788519637462236;0.5211480362537765;2.767587397496763;3.0;3;3;1;1161;662;396;0.25;0.14;0.09
True;JA4+JA4S+SNI;len(2)x5+len(3)x5;0.25;3;4;3513;1121;0;268;4634;0.7580923608113941;0.24190763918860594;1.7593871385412172;1.0;1;3;1;2903;357;253;0.63;0.08;0.05
